time,N2_T,N_T,H_T,NH3_T,NH2_T,NH_T,N2,H2,NH3,N2_S,N_S,H_S,NH3_S,NH2_S,NH_S,N_S3
15.0,1.8938024499557397e-10,1.5563037832520368e-07,9.640218919721803e-08,1.3627475513804202e-11,1.256867789694071e-10,2.8264261853321332e-06,0.00025666924130070647,0.0007700032353824452,3.028052328916521e-07,2.8036811466716e-13,2.003115409061661e-09,2.0149675427867313e-09,4.2805772977313045e-12,5.780205417726432e-08,1.0220258331211368e-09,4.1977325696589064e-13
15.0000000001,1.89380468243183e-10,1.556303787949866e-07,9.640219024603527e-08,1.3627480649309292e-11,1.2568673946796186e-10,2.826426184802099e-06,0.00025666924130049625,0.000770003235382483,3.0280523287387384e-07,2.8037020173033417e-13,2.0031154165159098e-09,2.014967452992126e-09,4.280582931190259e-12,5.780205370446697e-08,1.0220263750888313e-09,4.1977316411914455e-13
15.0000000002,1.8938067991117567e-10,1.5563037926477058e-07,9.640219129493838e-08,1.3627485782916315e-11,1.2568669996473656e-10,2.8264261842720537e-06,0.0002566692413002968,0.0007700032353825208,3.028052328560973e-07,2.803730924047507e-13,2.0031154239701545e-09,2.0149673631975642e-09,4.280588564793757e-12,5.780205323167098e-08,1.0220269170670218e-09,4.1977307127901035e-13
15.000000002363645,1.894368204235538e-10,1.5563038942959246e-07,9.640221415655833e-08,1.3627610732722216e-11,1.2568581875542588e-10,2.8264261726438304e-06,0.00025666924121221557,0.0007700032353832539,3.0280523245440577e-07,3.126407466186849e-13,2.003115585379865e-09,2.014965420532141e-09,4.280713648758025e-12,5.7802043028115274e-08,1.0220388033021434e-09,4.1977116999272165e-13
15.000000002443825,1.8942491861890546e-10,1.5563038980625186e-07,9.640221497241512e-08,1.3627611685481665e-11,1.2568578549370538e-10,2.826426172208979e-06,0.00025666924122231155,0.0007700032353832967,3.0280523244313604e-07,3.1445871288580783e-13,2.003115591364242e-09,2.014965348544826e-09,4.2807183456396004e-12,5.780204265065702e-08,1.0220392476790903e-09,4.197711021948516e-13
15.000000002524004,1.8941379008985978e-10,1.5563039018290844e-07,9.640221579007646e-08,1.3627612841788e-11,1.2568575168110785e-10,2.8264261717707986e-06,0.0002566692412309571,0.0007700032353833387,3.0280523243159607e-07,3.1695378102953147e-13,2.00311559735136e-09,2.0149652765607482e-09,4.280723109205735e-12,5.780204227374622e-08,1.0220396953859543e-09,4.19771036641819e-13
15.000000002604184,1.8940544883661518e-10,1.5563039055956453e-07,9.640221661406569e-08,1.3627614731538145e-11,1.2568571727475997e-10,2.8264261713290667e-06,0.0002566692412360694,0.0007700032353833774,3.028052324192492e-07,3.201948675630272e-13,2.0031156033414427e-09,2.0149652045802345e-09,4.280727946205817e-12,5.780204189741797e-08,1.0220401466505879e-09,4.1977097348356775e-13
15.000000002684363,1.8939953408959254e-10,1.5563039093621907e-07,9.640221744357212e-08,1.3627617259743254e-11,1.2568568220268092e-10,2.8264261708833398e-06,0.0002566692412379244,0.0007700032353834134,3.0280523240618206e-07,3.242667225766443e-13,2.0031156093348476e-09,2.0149651326036876e-09,4.280732864990505e-12,5.78020415217456e-08,1.0220406019155436e-09,4.19770913019323e-13
15.000000002764542,1.8939541690855123e-10,1.5563039131287045e-07,9.640221827718265e-08,1.362762026084452e-11,1.256856463763574e-10,2.826426170433069e-06,0.0002566692412370484,0.0007700032353834473,3.028052323925501e-07,3.2927202827119476e-13,2.0031156153320117e-09,2.014965060631596e-09,4.280737875680845e-12,5.780204114682005e-08,1.02204106172799e-09,4.1977085561938305e-13
15.000000002844722,1.893925774368232e-10,1.556303916895171e-07,9.640221911372905e-08,1.3627623597968627e-11,1.2568560969126682e-10,2.826426169977611e-06,0.00025666924123383814,0.0007700032353834797,3.0280523237847805e-07,3.35333881013144e-13,2.003115621333453e-09,2.0149649886645454e-09,4.280742990405939e-12,5.780204077274783e-08,1.0220415267304879e-09,4.197708017181882e-13
15.000000002924901,1.8939063523369968e-10,1.5563039206615747e-07,9.640221995235618e-08,1.3627627170918056e-11,1.256855720246766e-10,2.8264261695162125e-06,0.0002566692412285276,0.0007700032353835112,3.0280523236405165e-07,3.425987251682329e-13,2.0031156273397815e-09,2.014964916703233e-09,4.280748223591269e-12,5.780204039965311e-08,1.022041997673858e-09,4.197707518229397e-13
15.00000000300508,1.8938932074115796e-10,1.5563039244279e-07,9.64022207924578e-08,1.3627630908653377e-11,1.256855332326142e-10,2.8264261690479964e-06,0.00025666924122121315,0.0007700032353835419,3.0280523234932487e-07,3.512398094339756e-13,2.003115633351713e-09,2.0149648447484835e-09,4.280753592299539e-12,5.780204002768087e-08,1.022042475436023e-09,4.197707065263591e-13
15.00000000308526,1.8938844475131883e-10,1.5563039281941305e-07,9.640222163360804e-08,1.3627634761256872e-11,1.256854931463291e-10,2.8264261685719342e-06,0.00025666924121187985,0.000770003235383572,3.028052323343276e-07,3.614612465706998e-13,2.0031156393700863e-09,2.0149647728012684e-09,4.280759116630947e-12,5.780203965700055e-08,1.0220429610439655e-09,4.1977066652155137e-13
15.00000000316544,1.8938787481681904e-10,1.5563039319602475e-07,9.640222247550836e-08,1.362763869373068e-11,1.256854515682296e-10,2.8264261680868245e-06,0.0002566692412004204,0.0007700032353836018,3.028052323190712e-07,3.7350277072686827e-13,2.0031156453958857e-09,2.01496470086273e-09,4.280764820192016e-12,5.780203928781021e-08,1.0220434556987611e-09,4.1977063261892363e-13
15.000000003245619,1.893875182726226e-10,1.5563039357262304e-07,9.640222331794945e-08,1.3627642681517921e-11,1.2568540826720156e-10,2.826426167591263e-06,0.0002566692411866465,0.0007700032353836313,3.028052323035525e-07,3.876453023610389e-13,2.0031156514302626e-09,2.0149646289342075e-09,4.2807707306438446e-12,5.780203892034126e-08,1.0220439608042561e-09,4.1977060576554987e-13
15.000000003325798,1.8938731027070495e-10,1.5563039394920558e-07,9.640222416078424e-08,1.3627646707350614e-11,1.2568536297319314e-10,2.8264261670836105e-06,0.00025666924117029446,0.0007700032353836606,3.0280523228775643e-07,4.042174490929756e-13,2.0031156574745615e-09,2.014964557017269e-09,4.280776880342411e-12,5.780203855486394e-08,1.0220444780001176e-09,4.1977058706746827e-13
15.000000003405978,1.893872054008844e-10,1.556303943257697e-07,9.640222500390912e-08,1.3627650759048167e-11,1.256853153709339e-10,2.826426166561952e-06,0.0002566692411510258,0.0007700032353836898,3.028052322716573e-07,4.23603092100892e-13,2.0031156635303528e-09,2.014964485113747e-09,4.2807833070856955e-12,5.7802038191693624e-08,1.0220450092000799e-09,4.1977057781546857e-13
15.000000003486157,1.893871718183546e-10,1.5563039470231226e-07,9.640222584725069e-08,1.3627654827959213e-11,1.2568526509263617e-10,2.8264261660240557e-06,0.00025666924112842436,0.0007700032353837188,3.028052322552197e-07,4.462502324890006e-13,2.0031156695994683e-09,2.0149644132257838e-09,4.2807900549848295e-12,5.7802037831198135e-08,1.022045556636324e-09,4.1977057951500434e-13
15.000000003566337,1.8938718713964527e-10,1.5563039507882965e-07,9.640222669075646e-08,1.3627658907875501e-11,1.2568521170950865e-10,2.8264261654673188e-06,0.0002566692411019901,0.0007700032353837478,3.0280523223839844e-07,4.726813007411125e-13,2.0031156756840435e-09,2.0149643413558794e-09,4.2807971754792705e-12,5.780203747380625e-08,1.0220461229110397e-09,4.197705939209311e-13
15.000000003646516,1.8938723557817585e-10,1.556303954553177e-07,9.640222753438845e-08,1.362766299427904e-11,1.2568515472188397e-10,2.826426164888709e-06,0.0002566692410711299,0.0007700032353837766,3.02805232221138e-07,5.035051657439914e-13,2.0031156817865672e-09,2.014964269506952e-09,4.280804728519288e-12,5.780203712001757e-08,1.022046711056374e-09,4.197706230778796e-13
15.000000003726695,1.893873059287988e-10,1.556303958317715e-07,9.640222837811855e-08,1.3627667083795692e-11,1.2568509354773104e-10,2.826426164284693e-06,0.00025666924103514573,0.0007700032353838054,3.0280523220337183e-07,5.39431118762665e-13,2.003115687909938e-09,2.014964197682407e-09,4.280812783942918e-12,5.780203677041404e-08,1.0220473246041686e-09,4.1977066936720686e-13
15.00000000374674,1.893873609339307e-10,1.5563039592627923e-07,9.64022285893745e-08,1.3627668149926724e-11,1.2568512545858377e-10,2.8264261644201468e-06,0.0002566692410836455,0.0007700032353838125,3.028052322045532e-07,4.908793666431783e-13,2.003115689205407e-09,2.0149641794575352e-09,4.280809133059583e-12,5.78020366358199e-08,1.0220471915624001e-09,4.1977048753409855e-13
15.000000003766784,1.8938741368124763e-10,1.5563039602074943e-07,9.640222880060732e-08,1.3627669212254496e-11,1.256851528684713e-10,2.8264261645282866e-06,0.0002566692411266617,0.0007700032353838196,3.0280523220519803e-07,4.4781342339674954e-13,2.0031156905233386e-09,2.0149641612577663e-09,4.280806022310885e-12,5.780203650572563e-08,1.022047085831761e-09,4.197703241619154e-13
15.000000003806873,1.893875047469074e-10,1.5563039620948655e-07,9.640222922293674e-08,1.362767131572031e-11,1.2568518333204136e-10,2.8264261645967616e-06,0.00025666924118303053,0.000770003235383834,3.0280523220358507e-07,3.913595827069156e-13,2.003115693280719e-09,2.014964124994965e-09,4.280802723661966e-12,5.7802036269887456e-08,1.022047022159999e-09,4.19770097282594e-13
15.000000003846962,1.8938758722966043e-10,1.5563039639809342e-07,9.640222964518655e-08,1.3627673405801415e-11,1.2568519817758876e-10,2.8264261645704595e-06,0.00025666924122036996,0.0007700032353838483,3.0280523220011065e-07,3.539437074229076e-13,2.0031156961159683e-09,2.0149640888211908e-09,4.28080129923838e-12,5.780203604966353e-08,1.0220470532557658e-09,4.197699343888604e-13
15.000000004189376,1.893882101064398e-10,1.5563039800731187e-07,9.640223325158442e-08,1.3627691073420831e-11,1.2568511857688527e-10,2.826426163093281e-06,0.00025666924127968135,0.0007700032353839704,3.028052321458422e-07,2.9406118940610715e-13,2.0031157213657202e-09,2.014963780897025e-09,4.280813901460876e-12,5.780203437503137e-08,1.0220485712499165e-09,4.1976939304014655e-13
15.00000000453179,1.8938883625370809e-10,1.5563039961616262e-07,9.640223685903219e-08,1.3627708715520643e-11,1.2568499339407624e-10,2.8264261613394896e-06,0.0002566692412902179,0.0007700032353840918,3.028052320861281e-07,2.8295023778257034e-13,2.0031157468394813e-09,2.0149634733301793e-09,4.280831973028932e-12,5.7802032745964963e-08,1.0220503658174398e-09,4.197690353177932e-13
15.000000006359043,1.8939223896534722e-10,1.556304082015399e-07,9.640225614512159e-08,1.3627802927943441e-11,1.2568427239431096e-10,2.8264261516590474e-06,0.00025666924128950325,0.000770003235384722,3.028052317610652e-07,2.80538247408826e-13,2.003115883030007e-09,2.0149618325540053e-09,4.280934746206243e-12,5.7802024105439976e-08,1.022060263612556e-09,4.197673359360626e-13
15.000000008186296,1.893956454651696e-10,1.556304167872571e-07,9.64022754661424e-08,1.3627897165147784e-11,1.2568354865621696e-10,2.826426141961924e-06,0.0002566692412864531,0.000770003235385335,3.0280523143567e-07,2.804579322792867e-13,2.003116019228676e-09,2.014960191837249e-09,4.281037827090891e-12,5.7802015467501146e-08,1.0220701778805082e-09,4.1976564633674533e-13
15.000000026458835,1.8942921602521158e-10,1.5563050268034056e-07,9.640247167502575e-08,1.3628818370957938e-11,1.2567630247257366e-10,2.826426044926297e-06,0.00025666924125547215,0.0007700032353899898,3.0280522820407686e-07,2.806292804031404e-13,2.0031173808212137e-09,2.0149437858766674e-09,4.282067469215355e-12,5.780192908262972e-08,1.0221693636909401e-09,4.1974875981539213e-13
15.000000044731374,1.8946234991920607e-10,1.5563058860910792e-07,9.640267045407157e-08,1.3629712052945727e-11,1.2566905061357885e-10,2.8264259478414467e-06,0.00025666924122492497,0.0007700032353933834,3.0280522500167293e-07,2.8080355852888073e-13,2.003118742003797e-09,2.014927381070873e-09,4.283095472514312e-12,5.7801842689896556e-08,1.0222685769707758e-09,4.197318733192719e-13
15.000000227456765,1.8977722581865043e-10,1.5563145137270947e-07,9.640475417521585e-08,1.3637356387980452e-11,1.2559636755866428e-10,2.8264249731172777e-06,0.00025666924093594075,0.0007700032353815466,3.0280519448723985e-07,2.8252109040229315e-13,2.003132310336353e-09,2.0147634437891057e-09,4.293161130551311e-12,5.780097785474915e-08,1.0232622241946207e-09,4.1956232493269026e-13
15.000000410182155,1.9008589262790432e-10,1.5563231757699123e-07,9.640687075528962e-08,1.3644477151043549e-11,1.2552365307523172e-10,2.826423994753723e-06,0.0002566692406531659,0.0007700032353554005,3.0280516469842205e-07,2.8423789146466905e-13,2.0031458341355014e-09,2.0145996159769533e-09,4.303027595836612e-12,5.780011208986329e-08,1.024257074734746e-09,4.193919919779045e-13
15.000001598149902,1.9207562623850532e-10,1.5563809388787891e-07,9.642062161212169e-08,1.3688694340190406e-11,1.2505247038196798e-10,2.826417489189718e-06,0.00025666923883152883,0.0007700032352782586,3.028049765327811e-07,2.956176262316003e-13,2.0032318181751814e-09,2.0135391659736048e-09,4.363882872054999e-12,5.779444386744408e-08,1.0307649027532595e-09,4.182622144265979e-13
15.00000278611765,1.9407042298716223e-10,1.556440151599967e-07,9.643414950472832e-08,1.3732157215270225e-11,1.2458420441989936e-10,2.826410841049093e-06,0.00025666923700437425,0.0007700032354000702,3.028047898759185e-07,3.074312433599525e-13,2.0033157849018213e-09,2.0124834897045436e-09,4.424140448026967e-12,5.7788735583567327e-08,1.0373094101582652e-09,4.1711928475717727e-13
15.000005751096513,1.9909352441337064e-10,1.5565970283876504e-07,9.646680902053873e-08,1.383885593655655e-11,1.234300001629562e-10,2.8263933664422736e-06,0.0002566692323973664,0.0007700032368020118,3.028043224596384e-07,3.3908497474735176e-13,2.003511998696624e-09,2.009879964469564e-09,4.579071096798771e-12,5.7774243968335225e-08,1.0538588398835937e-09,4.142646175684345e-13
15.000008716075376,2.041503730746832e-10,1.5567630526884206e-07,9.649806952627993e-08,1.39416179768672e-11,1.2229838562446659e-10,2.8263750025289622e-06,0.00025666922775347104,0.0007700032394452519,3.028038527929217e-07,3.7370640435701204e-13,2.003693592543548e-09,2.007309731857154e-09,4.741730353315204e-12,5.7759509576700875e-08,1.0706164338224984e-09,4.114400275193028e-13
15.000013304186638,2.120599903426993e-10,1.5570311751224074e-07,9.65436404479744e-08,1.4093643417217766e-11,1.2059434662536835e-10,2.826345496754889e-06,0.00025666922047553914,0.0007700032455906744,3.028031180806027e-07,4.343378472996454e-13,2.0039542410315395e-09,2.0033772394652905e-09,5.010875873500691e-12,5.7736404666697884e-08,1.0967911763817695e-09,4.0712795205603413e-13
15.0000178922979,2.2016299758607073e-10,1.557322195542836e-07,9.658555488152282e-08,1.4242674602200102e-11,1.1894265544461805e-10,2.8263138017642722e-06,0.0002566692129926506,0.0007700032549095766,3.028023608171849e-07,5.05912195805924e-13,2.0041724959185416e-09,1.999539099974488e-09,5.3109538559152836e-12,5.77126979987669e-08,1.1234529065753354e-09,4.0298168022658187e-13
15.00002248040916,2.2834763313510898e-10,1.557636652556169e-07,9.662454994402368e-08,1.4383321251004566e-11,1.173537279871662e-10,2.8262798508417643e-06,0.00025666920541654955,0.0007700032670386887,3.0280159168778963e-07,5.882633639683871e-13,2.004342956820328e-09,1.9958059211222496e-09,5.637835809955819e-12,5.768840367105921e-08,1.1505946025907165e-09,3.9896596798582805e-13
15.000029593156802,2.4094942133580604e-10,1.5581719314239414e-07,9.66795959612419e-08,1.4574584466026676e-11,1.1499629651374635e-10,2.826222662213496e-06,0.00025666919373068964,0.000770003291245066,3.028003847185024e-07,7.412940057946846e-13,2.0045004918054468e-09,1.990247567389533e-09,6.201322713662911e-12,5.764964392267794e-08,1.19353494863363e-09,3.9319569923695246e-13
15.000036705904442,2.5366372479961677e-10,1.5587685955379946e-07,9.672801489861908e-08,1.4745927123475914e-11,1.1276096440008055e-10,2.82615968817215e-06,0.0002566691818902846,0.0007700033221483251,3.027991373606483e-07,9.326929001230461e-13,2.0045047665610746e-09,1.9850151819432324e-09,6.848030071453316e-12,5.760960158977217e-08,1.2374199329855777e-09,3.880091054088049e-13
15.000043818652083,2.664383671020749e-10,1.5594311880706992e-07,9.677037853914272e-08,1.4896775889315623e-11,1.106409845184964e-10,2.826090563701361e-06,0.00025666916993711696,0.000770003359612608,3.0279784270836883e-07,1.1710553047966352e-12,2.004325981832957e-09,1.9801720454867893e-09,7.590274133824925e-12,5.756833130956301e-08,1.2821408318253408e-09,3.8350059548182865e-13
15.000050931399723,2.790513553858193e-10,1.5601648539093326e-07,9.680736246909425e-08,1.5020277234278483e-11,1.086307467853658e-10,2.8260148663540823e-06,0.0002566691580815693,0.0007700034034754381,3.0279650242408775e-07,1.4654971552830611e-12,2.0039325098349923e-09,1.9757867502090704e-09,8.437701977851992e-12,5.752588854004357e-08,1.3275877118636936e-09,3.7987469342942405e-13
15.000065857246428,3.044484302340455e-10,1.5619624807138503e-07,9.686956306460119e-08,1.5188789517281707e-11,1.0475220543350726e-10,2.8258324579634534e-06,0.0002566691339937109,0.0007700035162067762,3.027935051232849e-07,2.3193297101063794e-12,2.0022523236321784e-09,1.9684341380557838e-09,1.0614813833537196e-11,5.743328639700566e-08,1.4247250252411802e-09,3.761762066561947e-13
15.000080783093132,3.2737199967126296e-10,1.5641613637814606e-07,9.691415463136979e-08,1.5220813502241654e-11,1.0130813546372601e-10,2.8256139376626273e-06,0.000256669111849717,0.0007700036570859811,3.0279020405591653e-07,3.593690570943234e-12,1.9991299010262332e-09,1.9642843096746956e-09,1.3429192048707916e-11,5.733643512114747e-08,1.5231193935100292e-09,3.8056030195621795e-13
15.000095708939837,3.469432486324885e-10,1.5668337707183702e-07,9.694384456330722e-08,1.5113460631593392e-11,9.827148878062643e-11,2.825353476277688e-06,0.00025666909227728987,0.0007700038271920636,3.027865190002648e-07,5.433805830957981e-12,1.9942049707323105e-09,1.964307234862615e-09,1.6994707729685642e-11,5.723612409690653e-08,1.6211468236996598e-09,3.9831671444019013e-13
15.000110634786541,3.6279048763142395e-10,1.5700510276791652e-07,9.696048565867691e-08,1.4871800865716147e-11,9.565166943155469e-11,2.8250453500983994e-06,0.0002566690753251137,0.0007700040277721885,3.027824204906638e-07,7.9794317799262e-12,1.9871797070754354e-09,1.9694845100427153e-09,2.1359905828594472e-11,5.713344222695267e-08,1.7169323749478054e-09,4.372738653291805e-13
15.000125560633245,3.7229242010941717e-10,1.5738633946074928e-07,9.696838465601251e-08,1.4424757318185178e-11,9.340407855713616e-11,2.824685275404259e-06,0.00025666906339163266,0.0007700042576632826,3.0277819416125144e-07,1.118962744627233e-11,1.977906780302863e-09,1.980422439626719e-09,2.6327862662823135e-11,5.703016958383279e-08,1.8086481400909913e-09,5.047637928086439e-13
15.00014048647995,3.7351442341490424e-10,1.5782970788542625e-07,9.696975875679465e-08,1.3805834246733623e-11,9.152815670299794e-11,2.8242713152775892e-06,0.0002566690581592719,0.0007700045157380216,3.0277388636605494e-07,1.498083720277091e-11,1.966443427204258e-09,1.997324218352008e-09,3.1826405575938383e-11,5.692813814090685e-08,1.8943785394623904e-09,6.075529151084978e-13
15.000155412326654,3.6780832276649605e-10,1.5833343981314702e-07,9.69652149951169e-08,1.3033175973025266e-11,8.997835520535583e-11,2.8238047963952027e-06,0.0002566690580619327,0.0007700047998653153,3.027698716538749e-07,1.9206152893875723e-11,1.953118165064921e-09,2.0197138151711507e-09,3.745927015715478e-11,5.682937369668618e-08,1.9729774696431337e-09,7.502842362202137e-13
15.000170338173358,3.5573432206177795e-10,1.5889040695331457e-07,9.695634611055352e-08,1.2156466209130895e-11,8.868860327844631e-11,2.823291256493538e-06,0.00025666906270501035,0.0007700051053267068,3.0276659525397853e-07,2.3427548362801452e-11,1.938485287658662e-09,2.046379838914789e-09,4.271581177347708e-11,5.6735902984740217e-08,2.044087896465735e-09,9.260097773388113e-13
15.000185264020063,3.390295162283177e-10,1.5948875217720353e-07,9.694405266790183e-08,1.1247741369419128e-11,8.7591896854695e-11,2.8227403979814533e-06,0.00025666907065028316,0.0007700054260411017,3.0276433768488527e-07,2.7262387739677728e-11,1.9232218105019124e-09,2.075656050368623e-09,4.721518286093416e-11,5.6649415286842734e-08,2.107775005628202e-09,1.1206547814832926e-12
15.000200189866767,3.206090713351323e-10,1.601139560062756e-07,9.692819278031428e-08,1.0387020874338484e-11,8.660260690459691e-11,2.8221641874102054e-06,0.00025666907951140143,0.000770005755729411,3.027633074367741e-07,3.0352752048337316e-11,1.90795755004356e-09,2.1058128715715e-09,5.063058113062185e-11,5.6570931088995137e-08,2.164746636062466e-09,1.3110518611711245e-12
15.000215115713472,3.0387416614788355e-10,1.6075261989382692e-07,9.690713286155298e-08,9.666090038407378e-12,8.564736262876415e-11,2.8215743927716e-06,0.00025666908635100334,0.0007700060897703842,3.0276332728423555e-07,3.2577263105400836e-11,1.8931906520149602e-09,2.1356609143996692e-09,5.300513104482217e-11,5.650043745282511e-08,2.215599587119401e-09,1.4765555820484557e-12
15.000230041560176,2.910766436654444e-10,1.613945960963981e-07,9.687936016489246e-08,9.151037632994989e-12,8.46549883419799e-11,2.820980601898933e-06,0.0002566690891192012,0.000770006425189226,3.027640554792269e-07,3.4103476333083526e-11,1.879303431166291e-09,2.16473006126753e-09,5.4577686145586524e-11,5.6436979723610474e-08,2.2608404408553433e-09,1.6118702743766373e-12
15.00024496740688,2.835065291956085e-10,1.6203443462508532e-07,9.684363448505821e-08,8.875136738393814e-12,8.354747853445882e-11,2.8203883889987386e-06,0.00025666908673438574,0.0007700067611119074,3.027652768695243e-07,3.5032464605778156e-11,1.8665379139456536e-09,2.193239967064275e-09,5.550538727190852e-11,5.6378852211873086e-08,2.3013051574690715e-09,1.7043789166465011e-12
15.000259893253585,2.8225811133184787e-10,1.6267041667053898e-07,9.679824847440844e-08,8.852714391388384e-12,8.229453753250555e-11,2.8198002386615987e-06,0.00025666907836914505,0.0007700070985185031,3.0276675144485156e-07,3.530542047467652e-11,1.8551339747550081e-09,2.222059050900756e-09,5.6001605111923285e-11,5.632391764688907e-08,2.337759957306241e-09,1.7461121619185209e-12
15.000277171729186,2.9005923541228743e-10,1.6340032936158097e-07,9.673180125762904e-08,9.163739681785948e-12,8.056251721451094e-11,2.8191264727450427e-06,0.0002566690603329724,0.000770007492278464,3.027686158469648e-07,3.4686271367566324e-11,1.8437798336177839e-09,2.256980083266032e-09,5.616696344439951e-11,5.626180484628805e-08,2.3762108235087686e-09,1.7198180226754592e-12
15.000294450204787,3.059238019669652e-10,1.6412175072750785e-07,9.665062993894423e-08,9.822527397837066e-12,7.861760346056937e-11,2.8184631708650326e-06,0.0002566690351849195,0.0007700078895702876,3.0277074544494816e-07,3.340104494949525e-11,1.834687477531091e-09,2.295139180077706e-09,5.578985219102041e-11,5.619845168793516e-08,2.411301238636902e-09,1.6319849338665568e-12
15.000311728680389,3.2626830392251934e-10,1.648283395659573e-07,9.655828554723929e-08,1.0756037324294988e-11,7.642088021924258e-11,2.8178164422099876e-06,0.00025666900698533744,0.0007700082864151844,3.0277354797309496e-07,3.1329652368899867e-11,1.8282701852851823e-09,2.3376743972858525e-09,5.448635710497409e-11,5.613207150357092e-08,2.4439892500343335e-09,1.5047716602876655e-12
15.00032900715599,3.472187179997489e-10,1.6550631872160088e-07,9.646125326282937e-08,1.1841036386214255e-11,7.408952156874226e-11,2.817197171776151e-06,0.00025666898082514147,0.000770008673629302,3.027775993472282e-07,2.7873220903220422e-11,1.8247766303223356e-09,2.3844048641971594e-09,5.1725367624886834e-11,5.606246276446871e-08,2.4758573549265423e-09,1.3259207391461469e-12
15.000346285631592,3.631524254400903e-10,1.6613607762263932e-07,9.636854730180567e-08,1.2917776147635557e-11,7.166264180146761e-11,2.816621442179376e-06,0.0002566689626104812,0.0007700090377535199,3.027831584020117e-07,2.3447651880294647e-11,1.8242161122535237e-09,2.4332473443644173e-09,4.731512820666096e-11,5.599158817333146e-08,2.507085044431431e-09,1.1263919618745795e-12
15.000360195418114,3.6926784126780603e-10,1.6659413991615988e-07,9.630271735167515e-08,1.3671730238518407e-11,6.961991454710704e-11,2.8162008325231067e-06,0.00025666895678974275,0.0007700093046444426,3.027885440379983e-07,1.9507369587754046e-11,1.82577760456402e-09,2.471619915404256e-09,4.279694645968777e-11,5.593619974952709e-08,2.531324490413774e-09,9.804595919166679e-13
15.000374105204637,3.684819607146999e-10,1.6700092122203985e-07,9.624666239308191e-08,1.4275371259347356e-11,6.773639940448358e-11,2.8158244449727974e-06,0.0002566689593372771,0.0007700095432460172,3.0279433522171037e-07,1.5654311500570922e-11,1.8289572830613542e-09,2.506823533555818e-09,3.783125856992485e-11,5.588447647931738e-08,2.5542352785188323e-09,8.633582270034994e-13
15.00038801499116,3.6088631920790775e-10,1.6735383506309505e-07,9.620032687231548e-08,1.470542368623318e-11,6.57548452887325e-11,2.8154942122935932e-06,0.00025666897002079935,0.0007700097516937839,3.028001073137571e-07,1.1837501104297783e-11,1.8335314936887722e-09,2.5370892982691785e-09,3.283886372764621e-11,5.583909257353522e-08,2.5746862705612483e-09,7.769551514875724e-13
15.000401924777682,3.47314253258437e-10,1.6765391419376425e-07,9.615983357483454e-08,1.49625872996231e-11,6.442616169492147e-11,2.815210438726541e-06,0.0002566689854958526,0.0007700099317271058,3.028055933997339e-07,1.0099970435832259e-11,1.8394296301044106e-09,2.5612182966289448e-09,2.8069729535498235e-11,5.580098680224849e-08,2.5906408368698134e-09,7.540655086147828e-13
15.000404089288075,3.452605647482117e-10,1.6769619062488582e-07,9.61542519300028e-08,1.500593532757822e-11,6.399316321379226e-11,2.815169176456485e-06,0.000256668989148607,0.0007700099571925407,3.028063047856253e-07,8.593395097789773e-12,1.84043924388205e-09,2.5643983327165184e-09,2.7444793166989108e-11,5.579608144761508e-08,2.5936508696030856e-09,7.447077800922473e-13
15.000404496359094,3.4474496646747924e-10,1.6770402327184586e-07,9.615326640977981e-08,1.5010303584364418e-11,6.390731624783999e-11,2.8151616624267058e-06,0.00025666898977795837,0.000770009961889044,3.028064406468932e-07,8.502120542736413e-12,1.8406275951529685e-09,2.5649794471200377e-09,2.7328313411563607e-11,5.579519164078994e-08,2.5940544093107205e-09,7.4130897912101e-13
